number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dropout,params_layers,params_loss,params_max_lr,params_pct_start,params_weight_decay,params_width,user_attrs_constraint_adjusted_dropout,state
82,1.2135759532451629,2025-10-13 19:24:01.569319,2025-10-13 19:24:05.760885,0 days 00:00:04.191566,gelu,64,0.0,6,mse,0.0016496110031412406,0.25109764771326076,6.929947599400607e-05,512,,COMPLETE
83,1.2014821588993072,2025-10-13 19:24:05.857759,2025-10-13 19:24:09.628096,0 days 00:00:03.770337,gelu,64,0.0,6,mse,0.0015955006611620697,0.2491940691997711,6.077701081000863e-05,512,,COMPLETE
84,1.1836432337760925,2025-10-13 19:24:09.724782,2025-10-13 19:24:14.108184,0 days 00:00:04.383402,gelu,64,0.0,6,huber,0.0018180296406532892,0.23837304912593665,5.703776284966819e-05,512,,COMPLETE
85,1.2075578927993775,2025-10-13 19:24:14.201847,2025-10-13 19:24:17.977339,0 days 00:00:03.775492,gelu,64,0.0,6,huber,0.0018322443391443008,0.23845543906615704,5.854494617625097e-05,512,,COMPLETE
86,1.1529813408851624,2025-10-13 19:24:18.067835,2025-10-13 19:24:22.077705,0 days 00:00:04.009870,gelu,64,0.0,6,huber,0.0019110872362774886,0.23073708053708117,4.766584262363407e-05,512,,COMPLETE
87,1.2331194078922272,2025-10-13 19:24:22.170920,2025-10-13 19:24:24.454107,0 days 00:00:02.283187,gelu,64,0.0,3,huber,0.0019276897163598248,0.21718571318843466,2.675661091591483e-05,512,,COMPLETE
88,1.2526137828826904,2025-10-13 19:24:24.545759,2025-10-13 19:24:29.350627,0 days 00:00:04.804868,gelu,64,0.0,6,huber,0.00180200216037193,0.2312326000062322,4.7415439597998105e-05,256,True,COMPLETE
89,1.274156492948532,2025-10-13 19:24:29.446229,2025-10-13 19:24:31.210801,0 days 00:00:01.764572,gelu,64,0.0,2,huber,0.0018510543427997215,0.20470360013414537,3.20299403990124e-05,512,,COMPLETE
90,1.2225119590759277,2025-10-13 19:24:31.301667,2025-10-13 19:24:34.875652,0 days 00:00:03.573985,gelu,64,0.0,6,huber,0.001976638340052783,0.23699792924749136,8.415678030801686e-05,512,,COMPLETE
91,1.160432118177414,2025-10-13 19:24:34.966953,2025-10-13 19:24:39.602725,0 days 00:00:04.635772,gelu,64,0.0,6,huber,0.0017641095813183787,0.22717063550410485,6.0602530786716426e-05,512,,COMPLETE
92,1.241042000055313,2025-10-13 19:24:39.691175,2025-10-13 19:24:43.835526,0 days 00:00:04.144351,gelu,64,0.0,6,huber,0.0017582928965599437,0.24966476968190948,6.177461042631649e-05,512,,COMPLETE
93,1.2340387403964996,2025-10-13 19:24:43.928307,2025-10-13 19:24:47.773480,0 days 00:00:03.845173,gelu,64,0.0,6,huber,0.0017367161816118529,0.2255660000187321,0.00015073532201927487,512,,COMPLETE
94,1.2120628476142883,2025-10-13 19:24:47.865135,2025-10-13 19:24:51.593915,0 days 00:00:03.728780,gelu,64,0.0,6,huber,0.0018435788148457534,0.2132748486586745,5.271711592057375e-05,512,,COMPLETE
95,1.2157148182392121,2025-10-13 19:24:51.685661,2025-10-13 19:24:55.754866,0 days 00:00:04.069205,gelu,64,0.0,6,huber,0.001840413872934375,0.21289582267347631,4.77835546145227e-05,512,,COMPLETE
96,1.294645744562149,2025-10-13 19:24:55.845960,2025-10-13 19:24:59.366512,0 days 00:00:03.520552,gelu,64,0.3,5,huber,0.0019181389171729552,0.21893740797381497,5.7074475207616214e-05,512,,COMPLETE
97,1.1866835415363313,2025-10-13 19:24:59.456583,2025-10-13 19:25:03.362418,0 days 00:00:03.905835,gelu,64,0.0,6,huber,0.0019695922436861178,0.2259089398453686,3.5284163739328746e-05,512,,COMPLETE
98,1.2102599680423736,2025-10-13 19:25:03.456591,2025-10-13 19:25:07.329655,0 days 00:00:03.873064,gelu,64,0.0,6,huber,0.0019994300667324845,0.22819092852214545,2.071586176600836e-05,512,,COMPLETE
99,1.287264108657837,2025-10-13 19:25:07.419656,2025-10-13 19:25:12.269779,0 days 00:00:04.850123,gelu,64,0.2,6,huber,0.0017390896405258167,0.23992266576005478,3.358875208584905e-05,512,,COMPLETE
100,1.3210522651672363,2025-10-13 19:25:12.359241,2025-10-13 19:25:16.412578,0 days 00:00:04.053337,gelu,64,0.0,6,huber,0.0017907416903216707,0.2330344474038927,4.3268556644360576e-05,128,,COMPLETE
101,1.2163329601287842,2025-10-13 19:25:16.506032,2025-10-13 19:25:20.530253,0 days 00:00:04.024221,gelu,64,0.0,6,huber,0.0019785840281245806,0.2062468247065763,2.3784574628582413e-05,512,,COMPLETE
102,1.1323714315891267,2025-10-13 19:25:20.623463,2025-10-13 19:25:25.160765,0 days 00:00:04.537302,gelu,64,0.0,6,huber,0.0019250619684554361,0.22916612055158248,1.7141660680030694e-05,512,,COMPLETE
103,1.1739350378513336,2025-10-13 19:25:25.252807,2025-10-13 19:25:29.297604,0 days 00:00:04.044797,gelu,64,0.0,6,huber,0.0019208185683155295,0.22302914366090845,2.8541811641019388e-05,512,,COMPLETE
104,1.173215126991272,2025-10-13 19:25:29.388959,2025-10-13 19:25:33.264519,0 days 00:00:03.875560,gelu,64,0.0,6,huber,0.0019260171253550563,0.22227808592574572,1.608737754241605e-05,512,,COMPLETE
105,1.2222590029239655,2025-10-13 19:25:33.355739,2025-10-13 19:25:36.899715,0 days 00:00:03.543976,gelu,64,0.0,6,huber,0.0019228921534204851,0.22231216695364953,1.94528635247603e-05,512,,COMPLETE
106,1.2108482575416566,2025-10-13 19:25:36.991125,2025-10-13 19:25:39.415894,0 days 00:00:02.424769,gelu,64,0.0,3,huber,0.0019048106201687608,0.2279468434878711,1.2072459639842616e-05,512,,COMPLETE
107,1.1842378079891205,2025-10-13 19:25:39.506446,2025-10-13 19:25:43.554772,0 days 00:00:04.048326,gelu,64,0.0,6,huber,0.001938211763420732,0.2160337293903482,1.6477423079107963e-05,512,,COMPLETE
108,1.3128105461597444,2025-10-13 19:25:43.643227,2025-10-13 19:25:47.716744,0 days 00:00:04.073517,gelu,64,0.0,6,huber,0.0019489168303377803,0.20863313163408262,1.5376892496073367e-05,256,True,COMPLETE
109,1.2082158386707307,2025-10-13 19:25:47.806144,2025-10-13 19:25:51.634038,0 days 00:00:03.827894,gelu,64,0.0,6,huber,0.001884123456170198,0.21636415896202096,1.3383166955395403e-05,512,,COMPLETE
110,1.226737630367279,2025-10-13 19:25:51.724542,2025-10-13 19:25:55.186645,0 days 00:00:03.462103,gelu,64,0.0,6,huber,0.0019981051645064844,0.20050570741203208,9.58837837212784e-06,512,,COMPLETE
111,1.1795807838439942,2025-10-13 19:25:55.276134,2025-10-13 19:25:59.148324,0 days 00:00:03.872190,gelu,64,0.0,6,huber,0.0017082942189812977,0.22285660641013602,2.2426324661193043e-05,512,,COMPLETE
112,1.1984312236309052,2025-10-13 19:25:59.238855,2025-10-13 19:26:03.034644,0 days 00:00:03.795789,gelu,64,0.0,6,huber,0.0017073216723407121,0.22197579521692762,1.7846129956194814e-05,512,,COMPLETE
